npi,fraud_score_xgb
1100000331,2.26212500820111e-06
1100000332,4.275885601146001e-07
1100000333,2.2273450213106116e-06
1100000334,2.4862163172656437e-06
1100000335,2.4862163172656437e-06
1100000336,1.8705045476963278e-06
1100000337,2.2273450213106116e-06
1100000338,2.4862163172656437e-06
1100000339,2.26212500820111e-06
1100000340,2.2273450213106116e-06
1100000341,3.320962832731311e-06
1100000342,2.2273450213106116e-06
1100000343,2.26212500820111e-06
1100000344,2.3037580376694677e-06
1100000345,3.1698206726105127e-07
1100000346,3.4163576856371947e-06
1100000347,1.8571574855741346e-06
1100000348,3.320962832731311e-06
1100000349,2.2273450213106116e-06
1100000350,7.842542686375964e-07
1100000351,9.347488116873137e-07
1100000352,2.3121351659938227e-06
1100000353,0.002254860708490014
1100000354,7.842542686375964e-07
1100000355,1.9790500118688215e-06
1100000356,2.2273450213106116e-06
1100000357,9.163152299151989e-07
1100000358,9.237220183422323e-06
1100000359,7.965261943354562e-07
1100000360,2.26212500820111e-06
1100000361,8.808261213744117e-07
1100000362,2.4862163172656437e-06
1100000363,1.4123179425951093e-06
1100000364,2.9351683679124108e-06
1100000365,2.4862163172656437e-06
1100000366,7.842542686375964e-07
1100000367,8.808261213744117e-07
1100000368,2.26212500820111e-06
1100000369,2.4862163172656437e-06
1100000370,3.055222578041139e-06
1100000371,0.0017551941564306617
1100000372,1.0882738024520222e-05
1100000373,1.5414642575706239e-06
1100000374,9.938685252564028e-06
1100000375,1.9649003206723137e-06
1100000376,2.26212500820111e-06
1100000377,7.842542686375964e-07
1100000378,1.324121825518887e-07
1100000379,2.26212500820111e-06
1100000380,8.598885870014783e-07
1100000381,7.842542686375964e-07
1100000382,3.320962832731311e-06
1100000383,1.8456912584952079e-06
1100000384,2.2273450213106116e-06
1100000385,7.330597327381838e-06
1100000386,2.4862163172656437e-06
1100000387,7.842542686375964e-07
1100000388,7.842542686375964e-07
1100000389,1.4422199683394865e-06
1100000390,2.26212500820111e-06
1100000391,1.0571297934802715e-05
1100000392,1.9140459244226804e-06
1100000393,7.842542686375964e-07
1100000394,2.4862163172656437e-06
1100000395,3.320962832731311e-06
1100000396,3.761229834253754e-07
1100000397,5.4771267059550155e-06
1100000398,2.26212500820111e-06
1100000399,3.067876377826906e-06
1100000400,7.842542686375964e-07
1100000401,9.180023994304065e-07
1100000402,7.842542686375964e-07
1100000403,7.842542686375964e-07
1100000404,8.455604074697476e-06
1100000405,2.26212500820111e-06
1100000406,3.320962832731311e-06
1100000407,3.320962832731311e-06
1100000408,2.4862163172656437e-06
1100000409,2.2273450213106116e-06
1100000410,2.4862163172656437e-06
1100000411,2.9351683679124108e-06
1100000412,2.26212500820111e-06
1100000413,4.513858584687114e-07
1100000414,1.8456912584952079e-06
1100000415,3.507307383188163e-06
1100000416,8.109436748782173e-06
1100000417,2.7376008802093565e-06
1100000418,3.036186626559356e-07
1100000419,7.842542686375964e-07
1100000420,2.2161514152685413e-06
1100000421,7.842542686375964e-07
1100000422,2.5501071831968147e-06
1100000423,2.2273450213106116e-06
1100000424,3.224837655579904e-06
1100000425,4.513858584687114e-07
1100000426,7.842542686375964e-07
1100000427,7.842542686375964e-07
1100000428,1.3416342881100718e-06
1100000429,3.4163576856371947e-06
1100000430,7.842542686375964e-07
1100000431,7.842542686375964e-07
1100000432,7.842542686375964e-07
1100000433,2.2273450213106116e-06
1100000434,3.1701335956313414e-06
1100000435,3.320962832731311e-06
1100000436,7.842542686375964e-07
1100000437,1.7721965832606656e-06
1100000438,3.4163576856371947e-06
1100000439,7.842542686375964e-07
1100000440,3.320962832731311e-06
1100000441,1.022898231894942e-06
1100000442,2.2273450213106116e-06
1100000443,2.4862163172656437e-06
1100000444,2.4862163172656437e-06
1100000445,8.550761663173034e-07
1100000446,5.323082859831629e-06
1100000447,2.2273450213106116e-06
1100000448,3.320962832731311e-06
1100000449,7.842542686375964e-07
1100000450,2.4862163172656437e-06
1100000451,3.7543171060860914e-07
1100000452,2.2273450213106116e-06
1100000453,8.550761663173034e-07
1100000454,3.2611960705253296e-06
1100000455,2.4862163172656437e-06
1100000456,3.320962832731311e-06
1100000457,5.4771267059550155e-06
1100000458,7.842542686375964e-07
1100000459,3.320962832731311e-06
1100000460,2.9351683679124108e-06
1100000461,2.26212500820111e-06
1100000462,3.320962832731311e-06
1100000463,3.7543171060860914e-07
1100000464,2.2273450213106116e-06
1100000465,2.26212500820111e-06
1100000466,2.26212500820111e-06
1100000467,2.0995571503590327e-06
1100000468,7.842542686375964e-07
1100000469,2.26212500820111e-06
1100000470,2.2273450213106116e-06
1100000471,7.842542686375964e-07
1100000472,7.720477128714265e-07
1100000473,3.320962832731311e-06
1100000474,7.981719107874596e-08
1100000475,9.595695473763044e-07
1100000476,2.4862163172656437e-06
1100000477,3.4163576856371947e-06
1100000478,7.842542686375964e-07
1100000479,9.163152299151989e-07
1100000480,7.603638323416817e-07
1100000481,2.26212500820111e-06
1100000482,2.103423184962594e-06
1100000483,1.6894042573767365e-06
1100000484,8.352063218808325e-08
1100000485,1.6854855857673101e-06
1100000486,2.2273450213106116e-06
1100000487,2.4862163172656437e-06
1100000488,2.2273450213106116e-06
1100000489,2.26212500820111e-06
1100000490,2.2273450213106116e-06
1100000491,1.7794382074498571e-06
1100000492,9.86887880571885e-06
1100000493,2.2273450213106116e-06
1100000494,2.4862163172656437e-06
1100000495,2.26212500820111e-06
1100000496,2.0995571503590327e-06
1100000497,2.0995571503590327e-06
1100000498,2.4862163172656437e-06
1100000499,2.2273450213106116e-06
1100000500,2.26212500820111e-06
1100000501,1.1072666694644795e-07
1100000502,4.991784408048261e-06
1100000503,8.406168490182608e-07
1100000504,2.2273450213106116e-06
1100000505,3.320962832731311e-06
1100000506,7.443743015755899e-06
1100000507,2.26212500820111e-06
1100000508,8.822805170893844e-07
1100000509,2.2273450213106116e-06
1100000510,3.320962832731311e-06
1100000511,3.320962832731311e-06
1100000512,1.5730424820503686e-06
1100000513,5.528706878976664e-07
1100000514,2.0995571503590327e-06
1100000515,3.055222578041139e-06
1100000516,2.9351683679124108e-06
1100000517,1.513680786047189e-06
1100000518,3.320962832731311e-06
1100000519,2.2273450213106116e-06
1100000520,6.191137345012976e-07
1100000521,3.320962832731311e-06
1100000522,3.320962832731311e-06
1100000523,2.0995571503590327e-06
1100000524,2.4862163172656437e-06
1100000525,2.827112666636822e-06
1100000526,7.842542686375964e-07
1100000527,2.26212500820111e-06
1100000528,2.4862163172656437e-06
1100000529,2.964518728276744e-07
1100000530,9.989150839828653e-07
1100000531,5.18946990268887e-06
1100000532,7.842542686375964e-07
1100000533,7.46029115816782e-07
1100000534,2.3037580376694677e-06
1100000535,2.2273450213106116e-06
1100000536,2.26212500820111e-06
1100000537,2.2273450213106116e-06
1100000538,3.6559019918058766e-06
1100000539,9.938685252564028e-06
1100000540,8.948173331191356e-07
1100000541,5.323082859831629e-06
1100000542,2.2273450213106116e-06
1100000543,3.2886769076867495e-06
1100000544,3.507307383188163e-06
1100000545,3.320962832731311e-06
1100000546,6.963803684811865e-07
1100000547,8.550761663173034e-07
1100000548,3.0988517210062128e-06
1100000549,1.0395268645879696e-06
1100000550,1.8350762047703029e-06
1100000551,4.513858584687114e-07
1100000552,3.320962832731311e-06
1100000553,9.347488116873137e-07
1100000554,5.226129928814771e-07
1100000555,4.6369709707505535e-06
1100000556,7.842542686375964e-07
1100000557,7.842542686375964e-07
1100000558,7.512688853239524e-07
1100000559,2.2273450213106116e-06
1100000560,3.320962832731311e-06
1100000561,7.842542686375964e-07
1100000562,2.26212500820111e-06
1100000563,3.320962832731311e-06
1100000564,2.2273450213106116e-06
1100000565,3.039572220586706e-06
1100000566,2.2273450213106116e-06
1100000567,2.4862163172656437e-06
1100000568,7.330597327381838e-06
1100000569,2.2273450213106116e-06
1100000570,2.4862163172656437e-06
1100000571,7.842542686375964e-07
1100000572,3.320962832731311e-06
1100000573,5.8030432228406426e-06
1100000574,2.26212500820111e-06
1100000575,2.4862163172656437e-06
1100000576,1.6755107026256155e-06
1100000577,7.842542686375964e-07
1100000578,1.5901042615951155e-06
1100000579,7.842542686375964e-07
1100000580,3.320962832731311e-06
1100000581,1.6917483662837185e-06
1100000582,2.26212500820111e-06
1100000583,7.842542686375964e-07
1100000584,2.2443101954650047e-07
1100000585,7.842542686375964e-07
1100000586,3.320962832731311e-06
1100000587,7.842542686375964e-07
1100000588,8.598885870014783e-07
1100000589,2.2273450213106116e-06
1100000590,7.842542686375964e-07
1100000591,3.4163576856371947e-06
1100000592,3.320962832731311e-06
1100000593,3.5626853787107393e-06
1100000594,1.8456912584952079e-06
1100000595,2.5501071831968147e-06
1100000596,1.0328467396902852e-06
1100000597,2.2273450213106116e-06
1100000598,3.507307383188163e-06
1100000599,2.0973698156012688e-06
1100000600,1.5730424820503686e-06
1100000601,2.2273450213106116e-06
1100000602,2.2273450213106116e-06
1100000603,2.26212500820111e-06
1100000604,2.4862163172656437e-06
1100000605,2.4862163172656437e-06
1100000606,2.2273450213106116e-06
1100000607,3.866161932819523e-06
1100000608,3.570647777451086e-06
1100000609,2.2273450213106116e-06
1100000610,2.2273450213106116e-06
1100000611,3.320962832731311e-06
1100000612,3.1698206726105127e-07
1100000613,3.124172053503571e-06
1100000614,3.055222578041139e-06
1100000615,7.842542686375964e-07
1100000616,2.26212500820111e-06
1100000617,2.5501071831968147e-06
1100000618,2.0448219402169343e-06
1100000619,7.842542686375964e-07
1100000620,1.07877212940366e-06
1100000621,2.2273450213106116e-06
1100000622,7.7231499062691e-07
1100000623,2.4862163172656437e-06
1100000624,2.26212500820111e-06
1100000625,3.320962832731311e-06
1100000626,7.842542686375964e-07
1100000627,3.320962832731311e-06
1100000628,2.4862163172656437e-06
1100000629,2.26212500820111e-06
1100000630,2.26212500820111e-06
1100000631,2.4862163172656437e-06
1100000632,7.842542686375964e-07
1100000633,2.964518728276744e-07
1100000634,7.842542686375964e-07
1100000635,2.4862163172656437e-06
1100000636,2.964518728276744e-07
1100000637,7.842542686375964e-07
1100000638,1.9386186522751814e-06
1100000639,2.2273450213106116e-06
1100000640,2.2273450213106116e-06
1100000641,3.320962832731311e-06
1100000642,3.320962832731311e-06
1100000643,7.842542686375964e-07
1100000644,1.5091260365807102e-06
1100000645,1.5730424820503686e-06
1100000646,1.1072666694644795e-07
1100000647,3.41623916710887e-07
1100000648,2.2273450213106116e-06
1100000649,2.4862163172656437e-06
1100000650,7.842542686375964e-07
1100000651,7.720477128714265e-07
1100000652,1.892131081149273e-06
1100000653,7.842542686375964e-07
1100000654,1.981147988772136e-06
1100000655,3.4163576856371947e-06
1100000656,3.507307383188163e-06
1100000657,2.4862163172656437e-06
1100000658,2.0995571503590327e-06
1100000659,2.2273450213106116e-06
1100000660,7.842542686375964e-07
1100000661,2.26212500820111e-06
1100000662,9.989150839828653e-07
1100000663,2.2273450213106116e-06
1100000664,2.5501071831968147e-06
1100000665,2.26212500820111e-06
1100000666,2.26212500820111e-06
1100000667,2.4862163172656437e-06
1100000668,2.26212500820111e-06
1100000669,2.4551991373300552e-06
1100000670,2.26212500820111e-06
1100000671,2.26212500820111e-06
1100000672,2.26212500820111e-06
1100000673,2.2273450213106116e-06
1100000674,2.2273450213106116e-06
1100000675,2.1009652755310526e-06
1100000676,3.0194812552508665e-06
1100000677,2.791810857161181e-06
1100000678,1.109883896788233e-06
1100000679,2.0995571503590327e-06
1100000680,1.5730424820503686e-06
1100000681,3.507307383188163e-06
1100000682,2.4862163172656437e-06
1100000683,7.842542686375964e-07
1100000684,2.4862163172656437e-06
1100000685,7.842542686375964e-07
1100000686,7.842542686375964e-07
1100000687,3.320962832731311e-06
1100000688,2.26212500820111e-06
1100000689,7.842542686375964e-07
1100000690,3.320962832731311e-06
1100000691,7.7231499062691e-07
1100000692,2.2273450213106116e-06
1100000693,2.1036942143837223e-06
1100000694,2.4862163172656437e-06
1100000695,1.4123179425951093e-06
1100000696,7.842542686375964e-07
1100000697,8.550761663173034e-07
1100000698,2.4862163172656437e-06
1100000699,2.26212500820111e-06
1100000700,9.626833161746617e-07
1100000701,2.5501071831968147e-06
1100000702,2.4862163172656437e-06
1100000703,3.1701335956313414e-06
1100000704,2.0457894152059453e-06
1100000705,2.4862163172656437e-06
1100000706,5.242156021267874e-06
1100000707,1.892131081149273e-06
1100000708,3.866161932819523e-06
1100000709,2.3121351659938227e-06
1100000710,2.26212500820111e-06
1100000711,7.981719107874596e-08
1100000712,2.2273450213106116e-06
1100000713,1.5730424820503686e-06
1100000714,2.2273450213106116e-06
1100000715,7.842542686375964e-07
1100000716,2.0995571503590327e-06
1100000717,2.26212500820111e-06
1100000718,2.26212500820111e-06
1100000719,2.2273450213106116e-06
1100000720,8.550761663173034e-07
1100000721,2.4862163172656437e-06
1100000722,1.7574194544067723e-06
1100000723,3.320962832731311e-06
1100000724,9.347488116873137e-07
1100000725,2.4862163172656437e-06
1100000726,1.9790500118688215e-06
1100000727,2.2273450213106116e-06
1100000728,2.2273450213106116e-06
1100000729,2.26212500820111e-06
1100000730,7.842542686375964e-07
1100000731,6.980319540161872e-07
1100000732,1.9790500118688215e-06
1100000733,2.3121351659938227e-06
1100000734,2.4862163172656437e-06
1100000735,3.0194812552508665e-06
1100000736,2.9351683679124108e-06
1100000737,7.207203225334524e-07
1100000738,3.124172053503571e-06
1100000739,2.2273450213106116e-06
1100000740,2.0973698156012688e-06
1100000741,2.2273450213106116e-06
1100000742,1.5730424820503686e-06
1100000743,7.842542686375964e-07
1100000744,7.842542686375964e-07
1100000745,2.0995571503590327e-06
1100000746,2.9351683679124108e-06
1100000747,2.377020791755058e-06
1100000748,7.842542686375964e-07
1100000749,3.320962832731311e-06
1100000750,7.842542686375964e-07
1100000751,3.320962832731311e-06
1100000752,2.26212500820111e-06
1100000753,2.4862163172656437e-06
1100000754,1.0459099257786875e-06
1100000755,3.6344220006867545e-06
1100000756,2.2273450213106116e-06
1100000757,1.704605665509007e-06
1100000758,5.323082859831629e-06
1100000759,3.320962832731311e-06
1100000760,2.3476006845157826e-06
1100000761,2.4862163172656437e-06
1100000762,2.2273450213106116e-06
1100000763,7.842542686375964e-07
1100000764,7.842542686375964e-07
1100000765,3.7543171060860914e-07
1100000766,3.2156092402146896e-06
1100000767,2.4862163172656437e-06
1100000768,2.1599248611892108e-06
1100000769,2.2161514152685413e-06
1100000770,2.26212500820111e-06
1100000771,3.320962832731311e-06
1100000772,8.550761663173034e-07
1100000773,2.26212500820111e-06
1100000774,7.786143214616459e-07
1100000775,2.4862163172656437e-06
1100000776,2.2273450213106116e-06
1100000777,2.5501071831968147e-06
1100000778,2.4862163172656437e-06
1100000779,7.51034633594827e-07
1100000780,3.320962832731311e-06
1100000781,2.2273450213106116e-06
1100000782,2.26212500820111e-06
1100000783,2.0244558527338086e-06
1100000784,2.4862163172656437e-06
1100000785,7.842542686375964e-07
1100000786,9.918989007928758e-07
1100000787,2.2273450213106116e-06
1100000788,2.2273450213106116e-06
1100000789,9.938685252564028e-06
1100000790,2.360930466238642e-06
1100000791,7.842542686375964e-07
1100000792,2.2273450213106116e-06
1100000793,7.965261943354562e-07
1100000794,2.26212500820111e-06
1100000795,7.603638323416817e-07
1100000796,5.242156021267874e-06
1100000797,3.142983814541367e-06
1100000798,3.7715674352511996e-06
1100000799,2.1599248611892108e-06
1100000800,1.65787253081362e-06
1100000801,2.4862163172656437e-06
1100000802,7.842542686375964e-07
1100000803,2.26212500820111e-06
1100000804,2.2273450213106116e-06
1100000805,7.842542686375964e-07
1100000806,1.3920439414505381e-05
1100000807,2.26212500820111e-06
1100000808,2.26212500820111e-06
1100000809,2.2273450213106116e-06
1100000810,2.26212500820111e-06
1100000811,3.4163576856371947e-06
1100000812,2.2273450213106116e-06
1100000813,5.323082859831629e-06
1100000814,2.2273450213106116e-06
1100000815,7.842542686375964e-07
1100000816,9.135710570262745e-07
1100000817,3.320962832731311e-06
1100000818,2.4862163172656437e-06
1100000819,2.26212500820111e-06
1100000820,2.4862163172656437e-06
1100000821,1.2005443750240374e-06
1100000822,3.320962832731311e-06
1100000823,3.320962832731311e-06
1100000824,2.4862163172656437e-06
1100000825,2.2273450213106116e-06
1100000826,2.4862163172656437e-06
1100000827,2.26212500820111e-06
1100000828,7.842542686375964e-07
1100000829,2.26212500820111e-06
1100000830,2.26212500820111e-06
1100000831,2.2273450213106116e-06
1100000832,2.4862163172656437e-06
1100000833,2.2273450213106116e-06
1100000834,3.1061447316460544e-06
1100000835,8.550761663173034e-07
1100000836,1.7721965832606656e-06
1100000837,1.9386186522751814e-06
1100000838,9.135710570262745e-07
1100000839,1.7794382074498571e-06
1100000840,7.842542686375964e-07
1100000841,2.054388005490182e-06
1100000842,7.842542686375964e-07
1100000843,5.444816906674532e-06
1100000844,2.2273450213106116e-06
1100000845,5.160215096111642e-06
1100000846,2.4862163172656437e-06
1100000847,5.323082859831629e-06
1100000848,2.2273450213106116e-06
1100000849,2.4862163172656437e-06
