npi,fraud_score_xgb,fraud_score_iso,fraud_score_ensemble,fraud_tier
1100000152,1.5730424820503686e-06,0.1390140273355842,0.05560655475972292,LOW
1100000153,7.842542686375964e-07,0.0757046104214768,0.030282314721151907,LOW
1100000154,2.26212500820111e-06,0.07419740770056116,0.029680320355229387,LOW
1100000155,7.842542686375964e-07,0.07366395363359934,0.02946605200600092,LOW
1100000156,1.1940959154799202e-07,0.3852066973648451,0.154082750591693,LOW
1100000157,2.211472747148946e-06,0.09990788728595257,0.03996448179802932,LOW
1100000158,3.320962832731311e-06,0.1280076686173297,0.05120506002463152,LOW
1100000159,2.827112666636822e-06,0.1353395940992964,0.05413753390731855,LOW
1100000160,7.842542686375964e-07,0.12001299972652402,0.04800567044317079,LOW
1100000161,2.0448219402169343e-06,0.030501923154413357,0.012201996154929473,LOW
1100000162,8.808261213744117e-07,0.11753597378302705,0.04701491800888365,LOW
1100000163,2.1036680664110463e-06,0.07772069494542166,0.031089540179008515,LOW
1100000164,1.704605665509007e-06,0.18703855563517052,0.07481644501746752,LOW
1100000165,3.320962832731311e-06,0.15129818611990598,0.06052126702566203,LOW
1100000166,7.842542686375964e-07,0.05144247164426041,0.02057745921026535,LOW
1100000167,7.842542686375964e-07,0.03705742629404685,0.014823441070179922,LOW
1100000168,2.486216317265644e-06,0.1024887509572352,0.04099699211268444,LOW
1100000169,1.4637473668699386e-06,0.17349078470605378,0.06939719213084164,LOW
1100000170,8.352063218808325e-08,0.2050035920528661,0.08200148693352577,LOW
1100000171,1.5730424820503686e-06,0.1275566668487329,0.05102361056498239,LOW
1100000172,1.5730424820503686e-06,0.19717452550009446,0.07887075402552703,LOW
1100000173,3.320962832731311e-06,0.1899224575251356,0.07597097558775388,LOW
1100000174,1.892131081149273e-06,0.03763699509494134,0.015055933316625227,LOW
1100000175,2.227345021310612e-06,0.026947850915823524,0.010780476773342196,LOW
1100000176,7.842542686375964e-07,0.16477986278499696,0.06591241566655996,LOW
1100000177,2.486216317265644e-06,0.061122904575771964,0.024450653560099147,LOW
1100000178,3.320962832731311e-06,0.1717540292438609,0.06870360427524401,LOW
1100000179,2.227345021310612e-06,0.12614138948801779,0.050457892202219905,LOW
1100000180,2.26212500820111e-06,0.0792559622197414,0.031703742162901484,LOW
1100000181,9.75976581685245e-06,0.4107518879626878,0.16430661104456526,LOW
1100000182,3.507307383188163e-06,0.19953343995518646,0.0798154803665045,LOW
1100000183,2.26212500820111e-06,0.13262920457878213,0.05305303910651778,LOW
1100000184,2.486216317265644e-06,0.036727566161165126,0.014692518194256411,LOW
1100000185,1.135520392381295e-06,0.26614879613786047,0.10646019976737962,LOW
1100000186,2.568280024206615e-06,0.2365891016623165,0.09463718163294113,LOW
1100000187,2.486216317265644e-06,0.14166755183624935,0.056668512464290104,LOW
1100000188,2.26212500820111e-06,0.07599747227831677,0.030400346186331632,LOW
1100000189,9.229322586179478e-07,0.06304657236981215,0.02521918270728003,LOW
1100000190,3.320962832731311e-06,0.10046901574130884,0.04018959887422318,LOW
1100000191,2.26212500820111e-06,0.12682691045112915,0.05073212145545659,LOW
1100000192,1.1160431313328443e-05,0.2733168936970989,0.10933345373762755,LOW
1100000193,2.26212500820111e-06,0.15826561310767395,0.0633076025180745,LOW
1100000194,1.5730424820503686e-06,0.1636086776951819,0.065444414903562,LOW
1100000195,7.842542686375964e-07,0.15132909234301162,0.06053210748976583,LOW
1100000196,3.320962832731311e-06,0.09465935570187445,0.03786573485844942,LOW
1100000197,7.842542686375964e-07,0.09010045014896717,0.03604065061214805,LOW
1100000198,7.413325988636643e-07,0.10243586526973025,0.040974790907451424,LOW
1100000199,2.9351683679124108e-06,0.09141618174667665,0.03656823379969141,LOW
1100000200,7.842542686375964e-07,0.04411291002267914,0.01764563456163284,LOW
1100000201,7.842542686375964e-07,0.16777220298443957,0.067109351746337,LOW
1100000202,2.486216317265644e-06,0.24918366148392324,0.09967495632335965,LOW
1100000203,2.227345021310612e-06,0.13333487558671375,0.053335286641698294,LOW
1100000204,1.14886013591331e-07,0.13030268582222349,0.052121143260497556,LOW
1100000205,2.486216317265644e-06,0.11375058966873952,0.04550172759728617,LOW
1100000206,3.320962832731311e-06,0.05477192297995204,0.021910761769680452,LOW
1100000207,9.844897022048826e-07,0.3691599713944956,0.14766457925161958,LOW
1100000208,2.486216317265644e-06,0.2177764236143812,0.08711206117554285,LOW
1100000209,1.0882738024520222e-05,0.128112839374253,0.05125166539251591,LOW
1100000210,3.507307383188163e-06,0.5968458943023399,0.2387404621053659,LOW
1100000211,2.377020791755058e-06,0.12956719921259618,0.05182830589751353,LOW
1100000212,8.17743739389698e-07,0.3281132747107132,0.13124580053052892,LOW
1100000213,2.227345021310612e-06,0.07315221145752082,0.029262220990021116,LOW
1100000214,1.1160431313328443e-05,0.5802906217191829,0.23212294494646116,LOW
1100000215,3.320962832731311e-06,0.23065105546585535,0.09226241476404179,LOW
1100000216,2.486216317265644e-06,0.036276689870119116,0.014512167677838007,LOW
1100000217,2.26212500820111e-06,0.05566986126783702,0.02226930178213973,LOW
1100000218,1.530158471041432e-07,0.08352991874999594,0.033412059309506636,LOW
1100000219,7.561819188595109e-07,0.11610384261902162,0.04644199075675997,LOW
1100000220,3.571158686099807e-06,0.5248392271332584,0.209937833548515,LOW
1100000221,2.26212500820111e-06,0.13534321219709777,0.054138642153844035,LOW
1100000222,2.26212500820111e-06,0.05072198334568101,0.020290150613277328,LOW
1100000223,7.842542686375964e-07,0.0413510554080424,0.016540892715778147,LOW
1100000224,1.4994611774454825e-06,0.08686163103601052,0.03474555209111068,LOW
1100000225,2.26212500820111e-06,0.18129981625789932,0.07252128377816465,LOW
1100000226,2.26212500820111e-06,0.006745676257393751,0.0026996277779624215,LOW
1100000227,1.8470452687324723e-06,0.49826244060863956,0.19930608447061707,LOW
1100000228,7.842542686375964e-07,0.06005948668993366,0.02402426522853465,LOW
1100000229,5.323082859831629e-06,0.2698410932717109,0.10793963115840026,LOW
1100000230,2.26212500820111e-06,0.02766879558360924,0.011068875508448617,LOW
1100000231,2.360930466238642e-06,0.06329604170679137,0.025319833240996292,LOW
1100000232,9.135710570262744e-07,0.11120506535864028,0.04448257428609033,LOW
1100000233,3.0194812552508665e-06,0.23078826178252898,0.09231711640176475,LOW
1100000234,3.4203901577711804e-06,0.11143389699201345,0.04457561103090005,LOW
1100000235,7.842542686375964e-07,0.13671600034463371,0.05468687069041467,LOW
1100000236,2.9351683679124108e-06,0.07530763293513909,0.030124814275076385,LOW
1100000237,2.227345021310612e-06,0.10574994446955865,0.04230131419483625,LOW
1100000238,1.4168642792355968e-06,0.14467483587002294,0.05787078446657672,LOW
1100000239,2.26212500820111e-06,0.10086445093500429,0.04034713764900664,LOW
1100000240,3.320962832731311e-06,0.052188693763580485,0.020877470083131833,LOW
1100000241,7.842542686375964e-07,0.10703041053980744,0.04281263476848416,LOW
1100000242,7.842542686375964e-07,0.0747558836808403,0.029902824024897304,LOW
1100000243,2.227345021310612e-06,0.12219610073288312,0.048879776700166036,LOW
1100000244,5.29617182110087e-07,0.0636810938463146,0.025472755308835106,LOW
1100000245,2.227345021310612e-06,0.0914495049581121,0.03658113839025763,LOW
1100000246,2.486216317265644e-06,0.0661265328314018,0.02645210486235108,LOW
1100000247,3.2156092402146896e-06,0.0848169643863177,0.03392871512007121,LOW
1100000248,3.320962832731311e-06,0.05309289926253091,0.021239152282712004,LOW
1100000249,2.486216317265644e-06,0.09925990137586549,0.039705452280136555,LOW
1100000250,2.486216317265644e-06,0.25069859175408066,0.10028092843142263,LOW
1100000251,2.26212500820111e-06,0.09829451663615496,0.03931916392946691,LOW
1100000252,2.26212500820111e-06,0.08406357159670985,0.03362678591368887,LOW
1100000253,2.26212500820111e-06,0.0782225774598615,0.031290388258949524,LOW
1100000254,7.842542686375964e-07,0.22628086892779015,0.09051281812367724,LOW
1100000255,2.568280024206615e-06,0.17497944197107806,0.06999331775644575,LOW
1100000256,2.486216317265644e-06,0.052469647424950194,0.02098935069977044,LOW
1100000257,2.486216317265644e-06,0.04121866454231238,0.01648895754671531,LOW
1100000258,2.26212500820111e-06,0.088211884428393,0.035286111046362124,LOW
1100000259,7.842542686375964e-07,0.18105740436730006,0.0724234322994812,LOW
1100000260,2.26212500820111e-06,0.12786040139278476,0.05114551783211883,LOW
1100000261,8.479995585730649e-07,0.10365651574195744,0.04146311509651812,LOW
1100000262,2.26212500820111e-06,0.06357209008121056,0.02543019330748915,LOW
1100000263,1.3063303185845143e-06,0.1108459908457049,0.04433918013647311,LOW
1100000264,2.26212500820111e-06,0.09486242307795145,0.037946326506185506,LOW
1100000265,5.242156021267874e-06,0.14585554915327148,0.058345364954921354,LOW
1100000266,7.842542686375964e-07,0.08010768907857524,0.03204354618399128,LOW
1100000267,9.166778909275308e-07,0.16221931625612573,0.06488827650918486,LOW
1100000268,9.229322586179478e-07,0.08779553560442277,0.035118768001124276,LOW
1100000269,7.842542686375964e-07,0.025899927920509103,0.010360441720764824,LOW
1100000270,7.965261943354562e-07,0.1122164049187584,0.04488703988321996,LOW
1100000271,1.8470452687324723e-06,0.3861683689274452,0.15446845579813934,LOW
1100000272,7.842542686375964e-07,0.08239552540304751,0.032958680713780185,LOW
1100000273,2.486216317265644e-06,0.2124231655971177,0.08497075796863746,LOW
1100000274,2.486216317265644e-06,0.0728139693328268,0.02912707946292108,LOW
1100000275,7.842542686375964e-07,0.11033870028109116,0.04413595066499765,LOW
1100000276,8.785592626736616e-07,0.14576542117859526,0.05830669560699571,LOW
1100000277,2.486216317265644e-06,0.10040678276966941,0.040164204837658125,LOW
1100000278,2.568280024206615e-06,0.18273957145056435,0.07309736954824027,LOW
1100000279,7.842542686375964e-07,0.07747994324679885,0.030992447851280726,LOW
1100000280,1.6894042573767365e-06,0.1051104955508606,0.042045211862898675,LOW
1100000281,2.26212500820111e-06,0.08296017724309723,0.03318542817224382,LOW
1100000282,2.26212500820111e-06,0.05318236128241327,0.021274301787970233,LOW
1100000283,1.7721965832606656e-06,0.0800607299653805,0.03202535530410215,LOW
1100000284,9.75976581685245e-06,0.42046443420814017,0.1681916295427462,LOW
1100000285,2.227345021310612e-06,0.03161783995895329,0.012648472390594101,LOW
1100000286,2.486216317265644e-06,0.08447727274553185,0.033792400828003104,LOW
1100000287,0.0023829091805964,0.6395415050936379,0.25724634754581305,LOW
1100000288,3.320962832731311e-06,0.10638499585152861,0.04255599091831108,LOW
1100000289,2.26212500820111e-06,0.17835735561481547,0.0713442995209311,LOW
1100000290,2.26212500820111e-06,0.2228909005756725,0.08915771750527393,LOW
1100000291,2.26212500820111e-06,0.3592013325071464,0.1436818902778635,LOW
1100000292,1.7090852679757518e-06,0.06530421160555511,0.02612271009338283,LOW
1100000293,1.902326744129823e-06,0.10566037672972661,0.042265292087937126,LOW
1100000294,7.842542686375964e-07,0.07427806340903453,0.029711695916174997,LOW
1100000295,1.892131081149273e-06,0.1885450208411878,0.07541914361512381,LOW
1100000296,2.26212500820111e-06,0.0813497638815116,0.032541262827609566,LOW
1100000297,2.9351683679124108e-06,0.06906375672110754,0.027627263789463764,LOW
1100000298,7.842542686375964e-07,0.03562289550251896,0.014249628753568767,LOW
1100000299,1.2284295962672331e-06,0.09013624705817691,0.036055235881028526,LOW
1100000300,8.239853173108713e-07,0.16685672115523992,0.06674318285328636,LOW
1100000301,9.163152299151988e-07,0.10362250401681539,0.041449551395864107,LOW
1100000302,7.603638323416817e-07,0.153596180477782,0.06143892840941221,LOW
1100000303,2.26212500820111e-06,0.027370595573905865,0.010949595504567268,LOW
1100000304,7.842542686375964e-07,0.09909182521517745,0.039637200638632165,LOW
1100000305,3.320962832731311e-06,0.04466769629225309,0.017869071094600873,LOW
1100000306,1.8886461248257549e-06,0.05791137633890331,0.02316568372323622,LOW
1100000307,2.227345021310612e-06,0.04002611963237879,0.0160117842599643,LOW
1100000308,1.0395268645879696e-06,0.11494842345290834,0.045979993097282096,LOW
1100000309,2.227345021310612e-06,0.08091110629510345,0.03236577892505417,LOW
1100000310,7.842542686375964e-07,0.11528413206726684,0.04611412337946792,LOW
1100000311,7.842542686375964e-07,0.10539486581894042,0.04215841688013735,LOW
1100000312,7.842542686375964e-07,0.08401872245447728,0.03360795953435209,LOW
1100000313,3.2156092402146896e-06,0.13131949728957326,0.052529728281373436,LOW
1100000314,0.0017551941564306,0.43570360215212495,0.17533455735470835,LOW
1100000315,1.43392674090137e-06,0.07039133393030472,0.02815739392816643,LOW
1100000316,3.522455017446191e-06,0.19642370942469956,0.07857159724289028,LOW
1100000317,2.227345021310612e-06,0.046814909251292725,0.018727300107529876,LOW
1100000318,2.360930466238642e-06,0.09869959620486646,0.03948125504022633,LOW
1100000319,7.842542686375964e-07,0.10680237143879445,0.04272141912807896,LOW
1100000320,2.0448219402169343e-06,0.06860884650489762,0.02744476549512318,LOW
1100000321,7.842542686375964e-07,0.21285298558271987,0.08514166478564913,LOW
1100000322,7.49484854623006e-07,0.37877863986785004,0.1515119056380528,LOW
1100000323,2.227345021310612e-06,0.0546204395484744,0.021849512226402548,LOW
1100000324,7.842542686375964e-07,0.12208634112838002,0.04883500700391319,LOW
1100000325,2.26212500820111e-06,0.07334027107527274,0.029337465705114023,LOW
1100000326,5.029188741900725e-06,0.2521027673803769,0.1008441244653959,LOW
1100000327,9.917363968270363e-06,0.22621324443910756,0.09049124819402399,LOW
1100000328,1.0571297934802716e-05,0.1320246433438479,0.05281620011630004,LOW
1100000329,2.486216317265644e-06,0.16953851258919844,0.06781689676546974,LOW
1100000330,7.842542686375964e-07,0.08430086480518206,0.033720816474634006,LOW
1100000331,2.26212500820111e-06,0.22933403668932978,0.09173497195073683,LOW
1100000332,4.275885601146001e-07,0.1539343570318532,0.061573999365877354,LOW
1100000333,2.227345021310612e-06,0.1431973274620697,0.057280267391840674,LOW
1100000334,2.486216317265644e-06,0.11159476212935282,0.04463939658153149,LOW
1100000335,2.486216317265644e-06,0.33240940325988616,0.13296525303374482,LOW
1100000336,1.870504547696328e-06,0.08192763431360073,0.03277217602816891,LOW
1100000337,2.227345021310612e-06,0.0920473944456216,0.03682029418526143,LOW
1100000338,2.486216317265644e-06,0.08799480228315848,0.035199412643053755,LOW
1100000339,2.26212500820111e-06,0.027164773998682223,0.01086726687447781,LOW
1100000340,2.227345021310612e-06,0.036210169823359784,0.0144854043363567,LOW
1100000341,3.320962832731311e-06,0.05331860301759106,0.021329433784736063,LOW
1100000342,2.227345021310612e-06,0.06074960304131971,0.02430117762354067,LOW
1100000343,2.26212500820111e-06,0.25748785443453803,0.10299649904882013,LOW
1100000344,2.303758037669468e-06,0.17107890062041275,0.0684329425029877,LOW
1100000345,3.169820672610513e-07,0.07330502855217835,0.0293222016101117,LOW
1100000346,3.4163576856371947e-06,0.03727142173324671,0.014910618507910069,LOW
1100000347,1.8571574855741344e-06,0.14022250362626498,0.05609011574499734,LOW
1100000348,3.320962832731311e-06,0.11787747794754755,0.04715298375671866,LOW
1100000349,2.227345021310612e-06,0.09185798127349176,0.036744528916409495,LOW
1100000350,7.842542686375964e-07,0.1613133806561448,0.0645258228150191,LOW
1100000351,9.347488116873136e-07,0.16366242236224698,0.06546552979418581,LOW
1100000352,2.3121351659938227e-06,0.2337378209659708,0.09349651566748791,LOW
1100000353,0.00225486070849,0.5701173181915918,0.22939984370173075,LOW
1100000354,7.842542686375964e-07,0.11070006566222146,0.04428049681744976,LOW
1100000355,1.979050011868821e-06,0.0941216416159607,0.0376498440763914,LOW
1100000356,2.227345021310612e-06,0.05340362593323367,0.021362786780306255,LOW
1100000357,9.163152299151988e-07,0.06039933456573332,0.024160283615431277,LOW
1100000358,9.237220183422323e-06,0.18062240371296862,0.0722545038172975,LOW
1100000359,7.965261943354562e-07,0.1025467551614585,0.041019179980300004,LOW
1100000360,2.26212500820111e-06,0.11791146145083298,0.047165941855338116,LOW
1100000361,8.808261213744117e-07,0.07789597664051484,0.031158919151878763,LOW
1100000362,2.486216317265644e-06,0.05747236952278878,0.022990439538905873,LOW
1100000363,1.4123179425951091e-06,0.1496281495596925,0.05985210721464256,LOW
1100000364,2.9351683679124108e-06,0.16837058051702858,0.06734999330783219,LOW
